state	from	to	time
1410000	Australia	NorthAmerica	0.2070829615574783
1410000	Europe	Australia	0.2354668073647398
1410000	Europe	Australia	0.19613386159356444
1420000	Europe	Australia	0.23990240851214667
1420000	Europe	Australia	0.16882386031106117
1420000	Australia	NorthAmerica	0.16342766962452546
1420000	Europe	Australia	0.18275589505770334
1420000	Australia	NorthAmerica	0.16466558536553738
1420000	Europe	Australia	0.17215182852084523
1420000	Europe	Australia	0.23128917235445925
1420000	Australia	NorthAmerica	0.18219186316884933
1420000	Australia	Asia	0.13400163135657234
1420000	Europe	Australia	0.14498523409691377
1420000	Australia	NorthAmerica	0.13551203022307054
1420000	Australia	NorthAmerica	0.22357500039722644
1420000	Europe	Australia	0.3222962028274572
1420000	Australia	Asia	0.19803090504319965
1420000	Australia	NorthAmerica	0.10494439414407927
1420000	Europe	Australia	0.21803433209648182
1420000	Australia	NorthAmerica	0.16023672754617857
1420000	Europe	Australia	0.1494522708221196
1420000	Europe	Australia	0.1786794588418394
1420000	Australia	Asia	0.27200267637575803
1420000	Australia	NorthAmerica	0.15784885143734875
1420000	Europe	SouthAmerica	0.12896233578038085
1420000	Europe	Australia	0.1634836918128202
1420000	Australia	NorthAmerica	0.16115341897916463
1420000	Europe	Australia	0.22738272339377394
1420000	Australia	NorthAmerica	0.1918836072354686
1420000	Europe	Australia	0.17210706697720804
1420000	Australia	NorthAmerica	0.09969824819053953
1420000	Australia	Asia	0.12393208659414032
1420000	Australia	NorthAmerica	0.1179628913116991
1420000	Europe	SouthAmerica	0.09533456440428603
1420000	Australia	NorthAmerica	0.1730232847234867
1420000	Australia	NorthAmerica	0.24504348034310441
1420000	Europe	Australia	0.1691012729113425
1420000	Europe	Australia	0.15416220232602998
1420000	Europe	Australia	0.08710252041893005
1420000	Europe	Australia	0.1026888647976976
1420000	Europe	Australia	0.21609616894043082
1420000	Australia	NorthAmerica	0.09098935137011063
1420000	Australia	NorthAmerica	0.09558565070549838
1420000	Australia	Asia	0.2077949186439501
1420000	Europe	Africa	0.140295332346696
1420000	Europe	Australia	0.16324782947926061
1420000	Europe	Australia	0.3516590484362345
1420000	Australia	Asia	0.287583558428288
1420000	Australia	Asia	0.16438756278093877
1420000	Europe	Africa	0.20861617385492032
1420000	Europe	Australia	0.30649356750255174
1420000	Australia	Asia	0.19253296690740632
1420000	Europe	Australia	0.1474476135069391
1420000	Australia	NorthAmerica	0.16658825765725693
1420000	Europe	Australia	0.19745123525382643
1420000	Australia	Asia	0.13026769752847617
1420000	Europe	Australia	0.2415232682560409
1420000	Australia	NorthAmerica	0.17520295829737084
1420000	Europe	Australia	0.24494334774285323
1420000	Australia	Asia	0.33463381142568766
1420000	Europe	Australia	0.2390427145409334
1420000	Europe	Australia	0.25522917686907304
1420000	Europe	Australia	0.16802974178216254
1420000	Europe	Australia	0.2546874598139961
1420000	Australia	NorthAmerica	0.2545149055495757
1420000	Australia	NorthAmerica	0.1782129572852687
1420000	Europe	Australia	0.19554938968544647
1420000	Europe	Australia	0.27320438470549924
1420000	Europe	Australia	0.28577226453281446
1420000	Europe	Australia	0.1931164434687462
1420000	Europe	Australia	0.19749637411176943
1420000	Europe	Australia	0.18793755175580756
1420000	Europe	Australia	0.3574407411737253
1420000	Australia	NorthAmerica	0.20470291778138688
1420000	Europe	Australia	0.3712323099467069
1420000	Europe	Australia	0.23714666299448217
1420000	Europe	Australia	0.37175526412631604
1420000	Europe	Australia	0.2560023779525459
1420000	Australia	NorthAmerica	0.20168645385259182
1420000	Europe	Australia	0.24104820144110423
1420000	Europe	Australia	0.2227689039817821
1420000	Australia	NorthAmerica	0.21555190895632545
1420000	Europe	Australia	0.19375061012021733
1420000	Australia	NorthAmerica	0.260390488394902
1420000	Australia	NorthAmerica	0.21499427954963812
1420000	Europe	Australia	0.2730843581613718
1420000	Australia	NorthAmerica	0.18067041034354037
1420000	Australia	NorthAmerica	0.2348129052221873
1420000	Australia	NorthAmerica	0.24868160972670933
1430000	Europe	Australia	0.1590913895901465
1430000	Australia	NorthAmerica	0.15887209869324873
1430000	Europe	Australia	0.14760820552474951
1430000	Australia	NorthAmerica	0.14103651441955306
1430000	Europe	Australia	0.12090613329798945
1430000	Europe	Australia	0.2047890451909385
1430000	Australia	NorthAmerica	0.16554232301146743
1430000	Australia	Asia	0.16662366547045782
1430000	Europe	Australia	0.14257550372205147
1430000	Australia	NorthAmerica	0.1995824195932891
1430000	Europe	Australia	0.29605944461928896
1430000	Europe	Australia	0.1936945364228248
1430000	Australia	Asia	0.11258452481187109
1430000	Europe	Australia	0.1734815676078611
1430000	Australia	NorthAmerica	0.09998531953079462
1430000	Europe	Australia	0.1741143960672758
1430000	Australia	NorthAmerica	0.1623789642719297
1430000	Europe	Australia	0.18920135410920086
1430000	Australia	Asia	0.2963849548039409
1430000	Australia	NorthAmerica	0.15887373523096043
1430000	Australia	NorthAmerica	0.11246578413226845
1430000	Europe	SouthAmerica	0.19109470226978748
1430000	Europe	Australia	0.15250399262369074
1430000	Australia	NorthAmerica	0.14090981689995122
1430000	Europe	Australia	0.25665294130118
1430000	Australia	NorthAmerica	0.14308909946841392
1430000	Europe	Australia	0.18922946306184668
1430000	Europe	Australia	0.14508166431569886
1430000	Australia	NorthAmerica	0.13899146669565277
1430000	Australia	Asia	0.1368256896530582
1430000	Australia	NorthAmerica	0.16470221350360964
1430000	Europe	SouthAmerica	0.10551646155183514
1430000	Australia	NorthAmerica	0.16824593148472594
1430000	Europe	Australia	0.1553543927283749
1430000	Europe	Australia	0.1577157154363409
1430000	Europe	Australia	0.1808633909202169
1430000	Europe	Australia	0.08352810535903088
1430000	Europe	Australia	0.1327673192375565
1430000	Australia	NorthAmerica	0.13489625074583966
1430000	Australia	NorthAmerica	0.17859186895399495
1430000	Europe	Australia	0.22322153345405418
1430000	Australia	Asia	0.18798758550232975
1430000	Europe	Australia	0.16529448487587886
1430000	Australia	Africa	0.11588725362960801
1430000	Europe	Australia	0.14176160433293272
1430000	Europe	Australia	0.19720081407562867
1430000	Europe	Australia	0.2768933258338063
1430000	Australia	Asia	0.2578895347012927
1430000	Australia	Asia	0.17351942164387923
1430000	Europe	Australia	0.27557175012347573
1430000	Australia	Africa	0.20698229598476792
1430000	Australia	NorthAmerica	0.20084004401494623
1430000	Australia	Asia	0.20513211743793797
1430000	Europe	Australia	0.23450844037032514
1430000	Australia	NorthAmerica	0.21959791680726107
1430000	Europe	Australia	0.1405794807383257
1430000	Australia	NorthAmerica	0.21763041426461557
1430000	Europe	Australia	0.1430421660549115
1430000	Australia	Asia	0.11023042406256649
1430000	Australia	NorthAmerica	0.2154561021736274
1430000	Europe	SouthAmerica	0.12576808567254838
1430000	SouthAmerica	Australia	0.12202058425153202
1430000	Europe	Australia	0.1933754042580958
1430000	Europe	Australia	0.19150300085662464
1430000	Europe	Australia	0.15455406587458134
1430000	Europe	Australia	0.2713563421359631
1430000	Australia	NorthAmerica	0.2579807846329047
1430000	Europe	Australia	0.22413435790616318
1430000	Europe	Australia	0.2561654149905244
1430000	Europe	Australia	0.23024267233189996
1430000	Europe	Australia	0.24292738457549645
1430000	Europe	Australia	0.3527384956263329
1430000	Europe	Australia	0.3783265474693099
1430000	Europe	Australia	0.22653504237192645
1430000	Australia	NorthAmerica	0.17965869949019767
1430000	Europe	Australia	0.17838810648303477
1430000	Europe	Australia	0.18890344651703533
1430000	Europe	Australia	0.15721207586942493
1430000	Australia	NorthAmerica	0.22578854104068732
1430000	Europe	Australia	0.2588637386105942
1430000	Europe	Australia	0.2630369861105235
1430000	Europe	Australia	0.24431615522080563
1430000	Europe	Australia	0.1444170351652626
1430000	Europe	Australia	0.28204296338139045
1430000	Australia	NorthAmerica	0.20382112008245395
1430000	Europe	Australia	0.2605546153048926
1430000	Australia	NorthAmerica	0.24485367966732952
1430000	Europe	Australia	0.28729810799217725
1430000	Europe	Australia	0.24415675796479033
1430000	Europe	Australia	0.21804555458600586
1430000	Europe	Australia	0.36045893668966894
1430000	Europe	Australia	0.24178556677658342
1430000	Australia	Asia	0.34511033831383336
1430000	Australia	NorthAmerica	0.19193262206017944
1430000	Australia	NorthAmerica	0.21520143765655897
1430000	Australia	NorthAmerica	0.2508360624848125
1440000	Europe	Australia	0.18707506442726862
1440000	Australia	NorthAmerica	0.16941408925307114
1440000	Australia	NorthAmerica	0.17809299863822703
1440000	Europe	Australia	0.17683552864291802
1440000	Australia	NorthAmerica	0.17548385160682897
1440000	Europe	Australia	0.14769144303109383
1440000	Australia	NorthAmerica	0.23021114456915218
1440000	Europe	Australia	0.3332201148178957
1440000	Europe	Australia	0.1540770029640757
1440000	Europe	Australia	0.150890293057219
1440000	Australia	NorthAmerica	0.09113801221181543
1440000	Europe	Australia	0.20715416927726238
1440000	Australia	NorthAmerica	0.16856597003041124
1440000	Europe	Australia	0.1919578928194631
1440000	Australia	Asia	0.2874885991470233
1440000	Australia	NorthAmerica	0.1869598011775973
1440000	Australia	NorthAmerica	0.099614328009351
1440000	Europe	SouthAmerica	0.15976257339933334
1440000	Australia	NorthAmerica	0.1690848547091807
1440000	Europe	Australia	0.1441434807940138
1440000	Australia	NorthAmerica	0.1435969727860461
1440000	Europe	Australia	0.16681462347112516
1440000	Australia	NorthAmerica	0.10961336847463582
1440000	Europe	Australia	0.15971435960072747
1440000	Australia	Asia	0.13576823565738005
1440000	Australia	NorthAmerica	0.2496764629749945
1440000	Europe	SouthAmerica	0.13408814318548992
1440000	Australia	NorthAmerica	0.1671891903018416
1440000	Europe	Australia	0.13997974555140197
1440000	Australia	NorthAmerica	0.18631178742618504
1440000	Australia	NorthAmerica	0.202794488662597
1440000	Australia	NorthAmerica	0.15868779867593732
1440000	Europe	Australia	0.1684608623772909
1440000	Europe	Australia	0.2096945796599993
1440000	Europe	Australia	0.10305361294947887
1440000	Europe	Australia	0.13850576439422368
1440000	Europe	Australia	0.1802725444133414
1440000	Australia	NorthAmerica	0.09825944253195004
1440000	Australia	NorthAmerica	0.16913280256633595
1440000	Australia	Asia	0.22109190766378667
1440000	Europe	Australia	0.20232808713074288
1440000	Australia	Africa	0.16120260275061477
1440000	Europe	Australia	0.1432472744331439
1440000	Europe	Australia	0.18628855840949327
1440000	Europe	Australia	0.34354635056687854
1440000	Australia	Asia	0.23611915043661447
1440000	Australia	Asia	0.16183878755777625
1440000	Europe	Australia	0.15519023343411562
1440000	Australia	Africa	0.2038269123974929
1440000	Australia	Asia	0.21599035963440114
1440000	Europe	Australia	0.1879716079625084
1440000	Australia	NorthAmerica	0.20764733182493197
1440000	Europe	Australia	0.13978244256566147
1440000	Australia	NorthAmerica	0.2050764901494418
1440000	Australia	Asia	0.12552208811919163
1440000	Australia	NorthAmerica	0.15346354650097577
1440000	Europe	Australia	0.11928397563218843
1440000	Europe	Australia	0.1827575668624351
1440000	Europe	Australia	0.15398239476252074
1440000	Europe	Australia	0.1554050124099823
1440000	Europe	Australia	0.22992190269356422
1440000	Europe	Australia	0.2922698694736212
1440000	Europe	Australia	0.22517372768572366
1440000	Australia	NorthAmerica	0.16251016137516433
1440000	Australia	NorthAmerica	0.2823777996523961
1440000	Australia	NorthAmerica	0.19477425543904262
1440000	Europe	Australia	0.2327203420151513
1440000	Europe	Australia	0.18733891323615715
1440000	Australia	NorthAmerica	0.22292022312418522
1440000	Europe	Australia	0.19109306801194664
1440000	Australia	NorthAmerica	0.21752588838618508
1440000	Europe	Australia	0.21951340718850376
1440000	Europe	Australia	0.26036409947139
1440000	Europe	Australia	0.23993937482646052
1440000	Europe	Australia	0.36322573738941594
1440000	Europe	Australia	0.16884178440780317
1440000	Europe	Australia	0.23788067718938682
1440000	Europe	Australia	0.3464056775768515
1440000	Europe	Australia	0.23745919185276723
1440000	Europe	Australia	0.2320784688670401
1440000	Australia	NorthAmerica	0.21110276329678274
1440000	Europe	Australia	0.2439019666914105
1440000	Europe	Australia	0.2362832952881712
1440000	Europe	Australia	0.35659322398236276
1440000	Australia	NorthAmerica	0.252385209961249
1440000	Australia	Asia	0.16035466506909996
1440000	Europe	Australia	0.31069110779062475
1440000	Europe	Australia	0.36822485688918183
1440000	Australia	Asia	0.3445421747707751
1440000	Europe	Australia	0.30110133112818105
1440000	Australia	NorthAmerica	0.18822923479514767
1440000	Europe	Australia	0.19980804178358386
1440000	Europe	Australia	0.2386204927930532
1450000	Europe	Australia	0.22566861752099193
1450000	Europe	Australia	0.2528450894983415
1450000	Australia	NorthAmerica	0.21147135079460747
1450000	Australia	NorthAmerica	0.14927844029155024
1450000	Europe	Australia	0.24210227180088778
1450000	Australia	NorthAmerica	0.171208944300825
1450000	Australia	Asia	0.10341499266772408
1450000	Europe	Australia	0.17457625418115044
1450000	Europe	Australia	0.19691612497324823
1450000	Australia	NorthAmerica	0.17324667009951877
1450000	Europe	Australia	0.3096325207147895
1450000	Australia	Asia	0.12134283345783503
1450000	Australia	NorthAmerica	0.13904364366279337
1450000	Europe	Australia	0.22064158042756185
1450000	Australia	NorthAmerica	0.216522232071314
1450000	Europe	Australia	0.22398459694901784
1450000	Australia	Asia	0.3181117464074086
1450000	Australia	NorthAmerica	0.1855750367187806
1450000	Europe	SouthAmerica	0.12215864448399451
1450000	Australia	NorthAmerica	0.18795475402048403
1450000	Europe	Australia	0.2030155557469933
1450000	Australia	NorthAmerica	0.15381628695027202
1450000	Europe	Australia	0.19625197809813655
1450000	Australia	NorthAmerica	0.1353525966705951
1450000	Australia	Asia	0.1791355310511114
1450000	Australia	NorthAmerica	0.25545427108516877
1450000	Europe	SouthAmerica	0.12414239246372447
1450000	Australia	NorthAmerica	0.15861702835090963
1450000	Europe	Australia	0.1422229506282247
1450000	Australia	NorthAmerica	0.18375277860186243
1450000	Australia	NorthAmerica	0.24975053514364973
1450000	Europe	Australia	0.15264183639438708
1450000	Europe	Australia	0.1129782781793329
1450000	Europe	Australia	0.10745521068955313
1450000	Europe	Australia	0.16747100318352187
1450000	Australia	NorthAmerica	0.0990906127171525
1450000	Australia	NorthAmerica	0.21401947935916388
1450000	Australia	NorthAmerica	0.09630632157126265
1450000	Australia	Asia	0.18904229864910368
1450000	Europe	Australia	0.19191941136169466
1450000	Australia	Africa	0.15529784214982775
1450000	Europe	Australia	0.15414418936028113
1450000	Europe	Australia	0.2458974587899786
1450000	Europe	Australia	0.26026256077924625
1450000	Australia	Asia	0.2548808213122769
1450000	Australia	Asia	0.18404293948423472
1450000	Australia	Africa	0.20754683248834407
1450000	Australia	Asia	0.20065318823066897
1450000	Europe	Australia	0.17905583932424504
1450000	Australia	NorthAmerica	0.24375460372191796
1450000	Europe	Australia	0.12635973043243587
1450000	Australia	NorthAmerica	0.1484306511591436
1450000	Australia	Asia	0.14060662284223366
1450000	Australia	NorthAmerica	0.1327871931985783
1450000	Europe	Australia	0.15521276936607076
1450000	Europe	Australia	0.16688616962923863
1450000	Europe	Australia	0.15381264037309886
1450000	Australia	NorthAmerica	0.15796952466267158
1450000	Europe	Australia	0.16408270333404698
1450000	Australia	NorthAmerica	0.21000722510414477
1450000	Europe	Australia	0.20802976859690764
1450000	Europe	Australia	0.21684615569844284
1450000	Europe	Australia	0.22587840940793014
1450000	Europe	Australia	0.23872843808186386
1450000	Europe	Australia	0.3617419351250547
1450000	Europe	Australia	0.19031059664980834
1450000	Europe	Australia	0.19214333189792565
1450000	Australia	NorthAmerica	0.14063034016772516
1450000	Europe	Australia	0.23237118676872298
1450000	Europe	Australia	0.2484840515004764
1450000	Europe	Australia	0.20401674422543403
1450000	Europe	Australia	0.19486384074593144
1450000	Australia	NorthAmerica	0.1882871326681007
1450000	Europe	Australia	0.19495021942144683
1450000	Australia	NorthAmerica	0.22235294596203015
1450000	Europe	Australia	0.24555010278811226
1450000	Europe	Australia	0.18960295362459678
1450000	Europe	Australia	0.38216636469072907
1450000	Europe	Australia	0.3928936817896561
1450000	Europe	Australia	0.2129409776353358
1450000	Australia	NorthAmerica	0.2290533324696083
1450000	Australia	NorthAmerica	0.25722705864359685
1450000	Australia	NorthAmerica	0.2587513127570847
1450000	Europe	Australia	0.25840000667908275
1450000	Europe	Australia	0.28133483542019544
1450000	Australia	Asia	0.3414811447764806
1450000	Australia	NorthAmerica	0.18378060334743412
1450000	Europe	Australia	0.1740403536142803
1450000	Europe	Australia	0.2631190204015568
1450000	Australia	NorthAmerica	0.2555926918463165
1450000	Europe	Australia	0.1907382288060752
1450000	Europe	Australia	0.25622330899131585
1460000	Europe	Australia	0.17896591555384733
1460000	Australia	NorthAmerica	0.15734129440691222
1460000	Europe	Australia	0.18032258910754073
1460000	Australia	NorthAmerica	0.1594558612595406
1460000	Australia	Asia	0.12765317213061275
1460000	Europe	Australia	0.1505843520517311
1460000	Europe	Australia	0.14828334976447882
1460000	Australia	NorthAmerica	0.16010328220257963
1460000	Europe	Australia	0.29085121994595087
1460000	Europe	Australia	0.1859291533956355
1460000	Australia	Asia	0.1924555928519171
1460000	Australia	NorthAmerica	0.1532739226146209
1460000	Europe	Australia	0.17471300858260333
1460000	Australia	NorthAmerica	0.15880170458024787
1460000	Europe	Australia	0.21007512958979999
1460000	Australia	Asia	0.32244612497991054
1460000	Australia	NorthAmerica	0.2139799106790249
1460000	Australia	NorthAmerica	0.15827715492201852
1460000	Europe	SouthAmerica	0.11316101272286444
1460000	Australia	NorthAmerica	0.1487296586950681
1460000	Europe	Australia	0.17815026192456768
1460000	Australia	NorthAmerica	0.13900736642512115
1460000	Europe	Australia	0.1556346714464525
1460000	Australia	NorthAmerica	0.1483796564034489
1460000	Australia	Asia	0.15016988963271283
1460000	Europe	SouthAmerica	0.13581551222388755
1460000	Australia	NorthAmerica	0.17163723661105695
1460000	Australia	NorthAmerica	0.15611636902700174
1460000	Australia	NorthAmerica	0.20550539712717233
1460000	Australia	NorthAmerica	0.15438287962107183
1460000	Europe	Australia	0.24728841923636868
1460000	Europe	Australia	0.13045822270992138
1460000	Europe	Australia	0.17951903935658747
1460000	Europe	Australia	0.1534781573428056
1460000	Europe	Australia	0.11072383566399846
1460000	Australia	NorthAmerica	0.10460606743061644
1460000	Australia	NorthAmerica	0.1335248942620091
1460000	Australia	Asia	0.21623340367221164
1460000	Europe	Australia	0.1965131595218738
1460000	Australia	Africa	0.17115341568158837
1460000	Europe	Australia	0.19915522432672336
1460000	Europe	Australia	0.29423857341213533
1460000	Australia	Asia	0.27343912679456567
1460000	Australia	Asia	0.1793447925447306
1460000	Australia	Africa	0.21870047824798095
1460000	Australia	Asia	0.3066275584702737
1460000	Australia	Asia	0.1768672174828191
1460000	Australia	NorthAmerica	0.20413670256377492
1460000	Europe	Australia	0.16710882746582645
1460000	Australia	NorthAmerica	0.2000674951207948
1460000	Australia	NorthAmerica	0.15396011410686755
1460000	Europe	Australia	0.11124380770882963
1460000	Australia	Asia	0.17758575772005797
1460000	Australia	NorthAmerica	0.12281898689342567
1460000	Europe	Australia	0.13687597771704976
1460000	Europe	Australia	0.12639350351748835
1460000	Europe	Australia	0.18107222721542887
1460000	Australia	NorthAmerica	0.21012650609324704
1460000	Europe	Australia	0.1576553046249013
1460000	Europe	Australia	0.26098712489617215
1460000	Australia	NorthAmerica	0.2562740644396648
1460000	Europe	Australia	0.16939795383606265
1460000	Europe	Australia	0.23461181960451877
1460000	Europe	Australia	0.40302006144737323
1460000	Australia	NorthAmerica	0.1463190981353109
1460000	Europe	Australia	0.22527110012129825
1460000	Europe	Australia	0.2025080540144649
1460000	Europe	Australia	0.2249440533341519
1460000	Australia	NorthAmerica	0.20407367000241103
1460000	Europe	Australia	0.21924973573939888
1460000	Australia	NorthAmerica	0.16779777926664616
1460000	Europe	Australia	0.23368255565736987
1460000	Europe	Australia	0.3246838253206302
1460000	Europe	Australia	0.21147390673039254
1460000	Australia	NorthAmerica	0.24402478551327905
1460000	Europe	Australia	0.19826607333494137
1460000	Australia	NorthAmerica	0.19765575391844953
1460000	Europe	Australia	0.21253228172757596
1460000	Europe	Australia	0.24108445664067643
1460000	Europe	Australia	0.2578833944903294
1460000	Australia	NorthAmerica	0.2444493725799614
1460000	Europe	Australia	0.25933177550825137
1460000	Europe	Australia	0.2025057993989019
1460000	Australia	NorthAmerica	0.22721522669428468
1460000	Europe	Australia	0.27921141151141077
1460000	Australia	Asia	0.3560979348232791
1460000	Australia	NorthAmerica	0.24720417161716424
1460000	Europe	Australia	0.1992618810303333
1460000	Europe	Australia	0.20920458170593678
1470000	Europe	Australia	0.15255881568462942
1470000	Australia	Asia	0.19734808490421152
1470000	Australia	NorthAmerica	0.1392530983267129
1470000	Australia	Asia	0.31917423993130983
1470000	Australia	NorthAmerica	0.11306630714921756
1470000	Australia	Asia	0.15994050701068271
1470000	Europe	Australia	0.15367508388074036
1470000	Australia	NorthAmerica	0.17652303933910493
1470000	Europe	Australia	0.16264251706963778
1470000	Australia	Asia	0.12006100432260662
1470000	Australia	NorthAmerica	0.19487685260129708
1470000	Europe	Australia	0.19372933853315344
1470000	Australia	NorthAmerica	0.19318859847580594
1470000	Australia	Asia	0.342245800706066
1470000	Australia	NorthAmerica	0.1733900413015833
1470000	Australia	NorthAmerica	0.11928385708712147
1470000	Europe	SouthAmerica	0.18892977657404317
1470000	Australia	NorthAmerica	0.18274863513157366
1470000	Australia	NorthAmerica	0.1618234574048429
1470000	Europe	Australia	0.1257668919428635
1470000	Australia	NorthAmerica	0.10044535158713996
1470000	Australia	Asia	0.15706130748395097
1470000	Europe	SouthAmerica	0.12314111307978878
1470000	Australia	NorthAmerica	0.1762305458948171
1470000	Australia	Asia	0.3167563859475549
1470000	Australia	NorthAmerica	0.229691388097918
1470000	Europe	Australia	0.2137397566085123
1470000	Europe	Australia	0.1477424107025108
1470000	Australia	NorthAmerica	0.20800785363001653
1470000	Australia	Asia	0.21807146823038118
1470000	Europe	Australia	0.2085416637039323
1470000	Australia	Africa	0.11555367090566714
1470000	Europe	Australia	0.18797623554691223
1470000	Australia	Asia	0.22310280014052356
1470000	Australia	Asia	0.16830761589037682
1470000	Australia	NorthAmerica	0.1501332021608906
1470000	Australia	Africa	0.2168350593834572
1470000	Australia	Asia	0.3542149461005878
1470000	Australia	NorthAmerica	0.21735578017610407
1470000	Australia	Asia	0.1348818667420798
1470000	Australia	NorthAmerica	0.19642698456277083
1470000	Europe	Australia	0.20920234542243196
1470000	Australia	NorthAmerica	0.22604039207993712
1470000	Europe	Australia	0.19867591329943604
1470000	Australia	Asia	0.14517080882359246
1470000	Australia	NorthAmerica	0.16383899836144036
1470000	Australia	NorthAmerica	0.16902765680279108
1470000	Europe	Australia	0.1598319942513786
1470000	Europe	Australia	0.15193187138342348
1470000	Europe	Australia	0.16804217046662184
1470000	Europe	Australia	0.1699285198338966
1470000	Europe	Australia	0.215581274263592
1470000	Europe	Australia	0.2771736399484446
1470000	Australia	NorthAmerica	0.24758873388241545
1470000	Europe	Australia	0.31564346143710015
1470000	Europe	Australia	0.15104377209804867
1470000	Europe	Australia	0.24157477663151225
1470000	Europe	Australia	0.22026645996046
1470000	Europe	Australia	0.3950990652687174
1470000	Europe	Australia	0.21082769116309605
1470000	Europe	Australia	0.24221878607899514
1470000	Europe	Australia	0.2512812699994282
1470000	Europe	Australia	0.1987450601975398
1470000	Australia	NorthAmerica	0.23827246143521763
1470000	Europe	Australia	0.20615022328455915
1470000	Australia	NorthAmerica	0.24382177818803447
1470000	Australia	NorthAmerica	0.2598235040946026
1470000	Europe	Australia	0.23171127172672196
1470000	Europe	Australia	0.2062265692009602
1470000	Europe	Australia	0.20928192342170485
1470000	Europe	Australia	0.20664535669569822
1470000	Australia	NorthAmerica	0.17798601479337522
1470000	Europe	Australia	0.19369317038341105
1470000	Europe	Australia	0.3364062939230877
1470000	Europe	Australia	0.21116288066683234
1470000	Europe	Australia	0.2769226071684054
1470000	Australia	NorthAmerica	0.21729461555526217
1470000	Europe	Australia	0.2573032694746603
1470000	Australia	NorthAmerica	0.18993401658113332
1470000	Australia	NorthAmerica	0.20744073625640608
1470000	Europe	Australia	0.24096302611318773
1470000	Australia	NorthAmerica	0.2307380586987982
1470000	Europe	Australia	0.18730197234300444
1480000	Europe	Australia	0.2537648199426231
1480000	Australia	NorthAmerica	0.16982033078599854
1480000	Europe	Australia	0.17994037011618783
1480000	Australia	NorthAmerica	0.13173583290381158
1480000	Australia	Asia	0.16513489945870644
1480000	Europe	Australia	0.19940702364407822
1480000	Europe	Australia	0.17604080046202233
1480000	Australia	NorthAmerica	0.1970969549051067
1480000	Europe	Australia	0.19393378582754484
1480000	Australia	Asia	0.17805825536197692
1480000	Australia	NorthAmerica	0.15059713311672757
1480000	Europe	Australia	0.19185383193129954
1480000	Australia	NorthAmerica	0.15203756028964716
1480000	Europe	Australia	0.2033797958975514
1480000	Europe	Australia	0.31139578980139837
1480000	Australia	Asia	0.29921849861074923
1480000	Europe	Australia	0.1905419971475444
1480000	Australia	NorthAmerica	0.16416770605394093
1480000	Australia	NorthAmerica	0.15502071766516767
1480000	Europe	SouthAmerica	0.18809993868170757
1480000	Australia	NorthAmerica	0.18962678654176296
1480000	Australia	NorthAmerica	0.1173113504153361
1480000	Europe	Australia	0.13185098469505113
1480000	Australia	NorthAmerica	0.1217737720459758
1480000	Australia	Asia	0.13064002201646338
1480000	Australia	NorthAmerica	0.1630046210199883
1480000	Australia	NorthAmerica	0.23595280522974343
1480000	Europe	SouthAmerica	0.1167385277666596
1480000	Australia	NorthAmerica	0.16582558380971846
1480000	Australia	NorthAmerica	0.15737481235172845
1480000	Australia	Asia	0.3254940701704205
1480000	Australia	NorthAmerica	0.2378664803986623
1480000	Australia	NorthAmerica	0.17886757419912314
1480000	Europe	Australia	0.17810307408419943
1480000	Europe	Australia	0.1682815889366488
1480000	Europe	Australia	0.22420438974617157
1480000	Australia	NorthAmerica	0.09680506627451839
1480000	Australia	NorthAmerica	0.0847938501501963
1480000	Europe	Australia	0.21845208137029953
1480000	Australia	Asia	0.20760430496342344
1480000	Europe	Australia	0.19584580231251836
1480000	Australia	Africa	0.14240320944025456
1480000	Europe	Australia	0.2166155576698573
1480000	Europe	Australia	0.36265215352588276
1480000	Australia	Asia	0.22258628431938587
1480000	Australia	Asia	0.1854387089091224
1480000	Australia	Africa	0.22178431883785282
1480000	Australia	NorthAmerica	0.17815140565234064
1480000	Australia	Asia	0.13461910224743617
1480000	Europe	Australia	0.23454225827992758
1480000	Australia	NorthAmerica	0.2060683188142721
1480000	Europe	Australia	0.17482839388650473
1480000	Australia	NorthAmerica	0.2394823482146284
1480000	Europe	Australia	0.21648201424413144
1480000	Australia	Asia	0.16419194386638808
1480000	Australia	NorthAmerica	0.12832068369161687
1480000	Europe	Australia	0.1690458868487393
1480000	Europe	Australia	0.12023637749497511
1480000	Europe	Australia	0.1869666787652471
1480000	Australia	NorthAmerica	0.1686331446176256
1480000	Europe	Australia	0.16328558574192661
1480000	Australia	NorthAmerica	0.224051686376278
1480000	Europe	Australia	0.26422731551406026
1480000	Australia	NorthAmerica	0.25342959921548175
1480000	Australia	NorthAmerica	0.19366148860377458
1480000	Europe	Australia	0.37062500860120967
1480000	Europe	Australia	0.16598942905796532
1480000	Europe	Australia	0.2416998808985798
1480000	Europe	Australia	0.2185076430933706
1480000	Europe	Australia	0.29543480477895145
1480000	Europe	Australia	0.33376340146797706
1480000	Europe	Australia	0.20811952568246295
1480000	Australia	NorthAmerica	0.24438792343498972
1480000	Europe	Australia	0.19795369343388508
1480000	Europe	Australia	0.16429435250163182
1480000	Europe	Australia	0.20513396537264744
1480000	Europe	Australia	0.27443530822693835
1480000	Europe	Australia	0.2769394151971714
1480000	Europe	Australia	0.233848668529853
1480000	Europe	Australia	0.20989177286914287
1480000	Australia	NorthAmerica	0.205791954886562
1480000	Europe	Australia	0.16764983584673776
1480000	Europe	Australia	0.3539411520540442
