# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue Apr 18 14:24:52 AEST 2023 [seed=1681791890217]
# DTA_skeleton_log_indicators.xml
state	totalChangeCount	completeHistory_1
0	146.0	{{1,1.2029243982340412,UnitedKingdom,Asia},{1,0.17337641945161703,Australia,Europe},{1,0.18203316024183044,Australia,NorthAmerica},{1,0.14685150896668625,Australia,NorthAmerica},{1,0.09008447601366815,NorthAmerica,SouthAmerica},{1,0.09038306744521511,Europe,Australia},{1,0.11044575179988486,Australia,NorthAmerica},{1,0.13513207184138157,Australia,NorthAmerica},{1,0.15555461377399837,Europe,NorthAmerica},{1,0.1406730186881297,Europe,Australia},{1,0.15062050055809068,NorthAmerica,Asia},{1,0.14134381040985528,Australia,Europe},{1,0.1774767811639666,Australia,Europe},{1,0.10415896331423752,Australia,Europe},{1,0.10247803059785728,Australia,Europe},{1,0.16152067693432903,Australia,NorthAmerica},{1,0.09335765099594057,Europe,NorthAmerica},{1,0.09034711335854384,Europe,NorthAmerica},{1,0.16159800466623164,Australia,Asia},{1,0.15164594642072957,Australia,Europe},{1,0.16832067590895125,Europe,NorthAmerica},{1,0.13707263641044162,Australia,NorthAmerica},{1,0.10228302791524026,Australia,Europe},{1,0.08665560181858273,Europe,China},{1,0.053039110600962405,China,Asia},{1,0.24310616843508076,Australia,NorthAmerica},{1,0.12886918006313824,Australia,NorthAmerica},{1,0.1403184582908492,Australia,NorthAmerica},{1,0.1700391358125667,Europe,Australia},{1,0.14068705339394785,Europe,NorthAmerica},{1,0.12166907509073956,Australia,NorthAmerica},{1,0.1503492372194777,Europe,Australia},{1,0.15045604865153078,Europe,NorthAmerica},{1,0.16039488827139808,Europe,Australia},{1,0.13117926103727584,Europe,NorthAmerica},{1,0.15193656983908482,Australia,NorthAmerica},{1,0.03710494833798608,Europe,NorthAmerica},{1,0.13205009817883825,Europe,NorthAmerica},{1,0.15914842104136737,Europe,NorthAmerica},{1,0.17002179344593077,Europe,NorthAmerica},{1,0.1351813904912449,NorthAmerica,Australia},{1,0.13048821183261905,Australia,NorthAmerica},{1,0.04054469953728842,Europe,NorthAmerica},{1,0.12091271740071871,Australia,Asia},{1,0.11262566701155691,Europe,Asia},{1,0.1791916584425108,Australia,Europe},{1,0.16664015430733667,Australia,Europe},{1,0.07321297659837661,Asia,Europe},{1,0.056560773658906084,Australia,Europe},{1,0.09325275596704957,Europe,NorthAmerica},{1,0.19766163088641844,Europe,Africa},{1,0.13345286438096904,Australia,Europe},{1,0.2310789222839939,Europe,Asia},{1,0.16608654370513048,Europe,Australia},{1,0.3886471921514587,Europe,Asia},{1,0.1673930492132838,Europe,NorthAmerica},{1,0.28997354781757717,Australia,Asia},{1,0.2065054505043762,Australia,NorthAmerica},{1,0.1661749101018012,Europe,NorthAmerica},{1,0.16429189970982272,Europe,Australia},{1,0.11053558586536136,NorthAmerica,Australia},{1,0.15728670551966553,Australia,NorthAmerica},{1,0.13572807799153727,Australia,NorthAmerica},{1,0.15846240238100043,Australia,Europe},{1,0.1474254299071391,NorthAmerica,Europe},{1,0.11167546699023846,Europe,Australia},{1,0.2059497586101923,Australia,Europe},{1,0.15297634740390875,Australia,Europe},{1,0.13048930627313188,Australia,Europe},{1,0.1379365474490191,Australia,NorthAmerica},{1,0.12496636538215311,Australia,NorthAmerica},{1,0.13005541498780737,Australia,Asia},{1,0.11984398993054908,Australia,Europe},{1,0.11481531688777977,Australia,Europe},{1,0.12214431914986214,NorthAmerica,Europe},{1,0.13690982981277905,Australia,Europe},{1,0.10071860419311503,Australia,Europe},{1,0.12607908118009026,NorthAmerica,Europe},{1,0.1375868035407556,NorthAmerica,Australia},{1,0.12703617421669128,NorthAmerica,Australia},{1,0.11882823541835805,NorthAmerica,Europe},{1,0.14956530296762355,Australia,Europe},{1,0.15549602296718437,Australia,Europe},{1,0.1342097741070439,Australia,NorthAmerica},{1,0.14013223868102173,Australia,NorthAmerica},{1,0.14000211258928608,Australia,NorthAmerica},{1,0.08246056027686371,Australia,Europe},{1,0.10210218329423396,Europe,Africa},{1,0.11250791240747463,Europe,SouthAmerica},{1,0.10245117939270558,Europe,Australia},{1,0.09923478381217238,Europe,NorthAmerica},{1,0.12347398218827074,Europe,Asia},{1,0.14238203132447327,Europe,Australia},{1,0.14459226406695813,Europe,Australia},{1,0.15078838820791748,Australia,Europe},{1,0.13858771443377682,Australia,NorthAmerica},{1,0.15251627707864432,Australia,Europe},{1,0.13200554272988557,Australia,Europe},{1,0.10659071689911953,Australia,Europe},{1,0.1126947517945457,Australia,NorthAmerica},{1,0.2708236549628777,Australia,Asia},{1,0.09526205528079201,Europe,NorthAmerica},{1,0.13933037799213752,Australia,Europe},{1,0.17584460588280962,Australia,Europe},{1,0.1449153412646126,NorthAmerica,Australia},{1,0.1687534311188005,Australia,NorthAmerica},{1,0.13986104742660965,Australia,Europe},{1,0.17311445345293122,Australia,Europe},{1,0.10856956245984675,Europe,Australia},{1,0.13719851934875282,Australia,Europe},{1,0.46648812939901985,Europe,Australia},{1,0.2518640817066835,Europe,Australia},{1,0.11234863559953887,Australia,Europe},{1,0.15587527726978978,Europe,Australia},{1,0.14449562485780798,Europe,Australia},{1,0.14199142195720013,Australia,Europe},{1,0.16772746081406448,Europe,Australia},{1,0.1404460301345448,Australia,NorthAmerica},{1,0.10181021722876393,Australia,Europe},{1,0.1372424742752737,Australia,Europe},{1,0.11223471493892753,Australia,Asia},{1,0.3181138060067692,Europe,Australia},{1,0.10741475075131325,Australia,Europe},{1,0.17526328409557917,Europe,Australia},{1,0.234368269326361,Europe,Australia},{1,0.24230762995952396,Australia,Europe},{1,0.13711360398108802,Europe,NorthAmerica},{1,0.20163757726889922,Australia,Europe},{1,0.16493786305704639,Europe,NorthAmerica},{1,0.20146134749404818,Australia,Europe},{1,0.1477748770031219,Australia,Europe},{1,0.21965803200991163,Australia,Europe},{1,0.13657656299303686,Australia,NorthAmerica},{1,0.1301253259826751,Australia,NorthAmerica},{1,0.1329231938184809,Australia,NorthAmerica},{1,0.15384267326075485,NorthAmerica,Europe},{1,0.248151240485823,Australia,NorthAmerica},{1,0.13252016458216637,NorthAmerica,Europe},{1,0.14364784101652633,Australia,NorthAmerica},{1,0.12395928826783806,Australia,Europe},{1,0.18584446926563775,Australia,Europe},{1,0.1637689955837803,NorthAmerica,Europe},{1,0.19769342211604282,Australia,NorthAmerica},{1,0.14925553103370268,Australia,Europe},{1,0.8574789516112258,Europe,Australia},{1,1.7644166644890438,UnitedKingdom,Europe}} 146
10000	168.0	{{1,0.5326318214096399,Australia,Asia},{1,0.18911510817881455,Australia,Europe},{1,0.19933816634833068,Australia,NorthAmerica},{1,0.16308641454471978,Australia,Europe},{1,0.15632283560810536,Europe,Australia},{1,0.19094984578785407,Europe,NorthAmerica},{1,0.09167772219593992,Australia,NorthAmerica},{1,0.12093396055952778,Europe,Africa},{1,0.1193648194464169,Africa,SouthAmerica},{1,0.12798276367269035,Europe,Australia},{1,0.1301680308432461,Australia,NorthAmerica},{1,0.18203746563267695,Australia,NorthAmerica},{1,0.13700344553997323,Australia,Europe},{1,0.16788015924048172,Australia,NorthAmerica},{1,0.18816901416486753,Australia,Asia},{1,0.1782694846324828,Europe,Australia},{1,0.1875062575959641,Australia,Europe},{1,0.6207682987849882,Australia,Europe},{1,0.5198113057022113,Europe,Australia},{1,0.219796560466859,Australia,Europe},{1,0.11428338240885205,Australia,Europe},{1,0.2622820519539427,Australia,NorthAmerica},{1,0.09855639923305928,Europe,NorthAmerica},{1,0.21232113155303753,Australia,NorthAmerica},{1,0.13282147527383853,Australia,Europe},{1,0.16153283790951364,Australia,Asia},{1,0.1878747595403142,Australia,Europe},{1,0.21924304891162186,Australia,NorthAmerica},{1,0.21825222203176817,Australia,Europe},{1,0.21620819859425008,Australia,Europe},{1,0.17365043352674359,Europe,Australia},{1,0.2440698259668684,Australia,Asia},{1,0.2221573076416649,Europe,NorthAmerica},{1,0.5037459212530786,Australia,Europe},{1,0.4407046743150046,Europe,Australia},{1,0.2566814467919004,Australia,Europe},{1,0.2548382821042671,Europe,Australia},{1,0.11688004120580775,Australia,NorthAmerica},{1,0.25956274012604874,Australia,Europe},{1,0.28632028279047606,Australia,NorthAmerica},{1,0.2605605504803483,NorthAmerica,Europe},{1,0.16539162287241227,Australia,Europe},{1,0.1673016971788723,Australia,Europe},{1,0.12356843012725938,Europe,Australia},{1,0.1493706977286799,Europe,NorthAmerica},{1,0.220121877535892,Australia,NorthAmerica},{1,0.19923830714280838,Australia,NorthAmerica},{1,0.1853321078396083,Europe,Australia},{1,0.18706480609593928,Australia,NorthAmerica},{1,0.20142821490329765,Europe,Australia},{1,0.05773089103996207,Australia,NorthAmerica},{1,0.18745181844485337,Australia,Europe},{1,0.1561313920402113,Europe,NorthAmerica},{1,0.16406552053935627,Europe,NorthAmerica},{1,0.19348688704720687,Australia,Europe},{1,0.23759479350365112,Australia,NorthAmerica},{1,0.16996410467504727,Australia,NorthAmerica},{1,0.18787083803267599,Australia,NorthAmerica},{1,0.13936072747333506,Australia,NorthAmerica},{1,0.14851997096522174,Europe,NorthAmerica},{1,0.1298249889981562,Australia,Asia},{1,0.12683364520136323,Australia,Asia},{1,0.1876619302419838,Australia,Europe},{1,0.17995155984590286,Australia,Europe},{1,0.11150318936778184,Australia,Europe},{1,0.09328258495017797,Australia,Asia},{1,0.35348932565110047,Australia,Europe},{1,0.4485148310076523,Australia,Europe},{1,0.3744446646237855,Europe,NorthAmerica},{1,0.23603822245181308,NorthAmerica,Europe},{1,0.07082683108720675,Australia,Europe},{1,0.08989186869764303,Australia,Europe},{1,0.1487925853131795,Australia,NorthAmerica},{1,0.2143346829633597,Europe,Africa},{1,0.1993820778812646,Australia,Europe},{1,0.1474818583177322,Europe,Australia},{1,0.3622758431600616,Australia,Asia},{1,0.1788075451477974,Australia,NorthAmerica},{1,0.13575039728997673,NorthAmerica,Europe},{1,0.3338058113603332,Australia,Asia},{1,0.19034353853474845,Europe,NorthAmerica},{1,0.31155308363645806,Australia,Asia},{1,0.20199385756136407,Australia,NorthAmerica},{1,0.2044965878554867,Australia,Europe},{1,0.15686422087427068,Australia,NorthAmerica},{1,0.19142986782390103,Europe,NorthAmerica},{1,0.1664509465065294,Australia,NorthAmerica},{1,0.24732095448653355,Australia,NorthAmerica},{1,0.1784798988174049,Australia,Europe},{1,0.2949805354698365,Europe,Australia},{1,0.202167596944922,Australia,NorthAmerica},{1,0.1080686891077638,Australia,Europe},{1,0.1430457264056542,Europe,Australia},{1,0.3127798394509095,Australia,NorthAmerica},{1,0.26487355530426293,NorthAmerica,Europe},{1,0.24891465766065196,Australia,Europe},{1,0.12257536852393319,NorthAmerica,Europe},{1,0.20368360438909416,Australia,NorthAmerica},{1,0.20988808984882515,Australia,NorthAmerica},{1,0.16336239076115924,Australia,NorthAmerica},{1,0.1465150080595654,Australia,NorthAmerica},{1,0.17635119637133448,Australia,Asia},{1,0.16717679807048325,Australia,Europe},{1,0.12428033539280547,Australia,Europe},{1,0.12929142092946377,Australia,NorthAmerica},{1,0.45048791004632627,Australia,Europe},{1,0.1746877910018229,Australia,Europe},{1,0.14027494971475066,Australia,NorthAmerica},{1,0.13072646506639868,NorthAmerica,Europe},{1,0.16207495286390344,Australia,Europe},{1,0.18279406090815536,Australia,Europe},{1,0.18102008977773276,Europe,NorthAmerica},{1,0.25619948598988573,Australia,Europe},{1,0.20856975126052082,Europe,NorthAmerica},{1,0.18927105211775844,Australia,NorthAmerica},{1,0.1782192877392032,Australia,NorthAmerica},{1,0.19766023809000147,Australia,Europe},{1,0.16471866956507983,Australia,Europe},{1,0.1671248192641374,Australia,NorthAmerica},{1,0.1909803091847485,Australia,Europe},{1,0.19709163287590095,Australia,NorthAmerica},{1,0.18848420493937662,Australia,Europe},{1,0.16610031762392963,Australia,NorthAmerica},{1,0.2779484519723254,Australia,Europe},{1,0.23295109049284274,Europe,NorthAmerica},{1,0.1422026610464654,Australia,NorthAmerica},{1,0.11897830578903965,Australia,Europe},{1,0.16835276960680753,Europe,Africa},{1,0.18250009782770954,Europe,Africa},{1,0.1244702709365188,Africa,SouthAmerica},{1,0.12545275806715894,Europe,Australia},{1,0.13978433507636726,NorthAmerica,Europe},{1,0.12738348670003566,Europe,NorthAmerica},{1,0.33919051223125785,Australia,Europe},{1,0.17832246339917898,Australia,Asia},{1,0.21482750116643473,Australia,NorthAmerica},{1,0.17662092968967746,Australia,Europe},{1,0.18330014292719238,Australia,NorthAmerica},{1,0.20568576023440677,Australia,Europe},{1,0.1537398757978525,Australia,NorthAmerica},{1,0.29429084255120197,Australia,Asia},{1,0.21780606387666007,Australia,NorthAmerica},{1,0.14770396887173254,Australia,Europe},{1,0.16739326168955146,Australia,NorthAmerica},{1,0.17089671041335752,Australia,Europe},{1,0.2120166951682897,Australia,Europe},{1,0.21212473778343238,Australia,Europe},{1,0.368903104423664,Australia,NorthAmerica},{1,0.24248431560581588,Australia,Europe},{1,0.1474036366029474,Australia,Europe},{1,0.24377544509944252,Australia,Europe},{1,0.18211872338409418,Australia,Europe},{1,0.1865376166380482,Australia,Europe},{1,0.19009583872214914,Australia,Europe},{1,0.27021527554880603,Australia,Europe},{1,0.4120199998971008,Australia,Europe},{1,0.40592623170358955,Europe,Australia},{1,0.33158823461572473,Australia,Europe},{1,0.2432310229170971,Australia,Europe},{1,0.26677040370768373,Europe,Australia},{1,0.385862306028199,Australia,Europe},{1,0.21714917544889498,Australia,Europe},{1,0.2691771402322628,Australia,Europe},{1,0.17707802890994645,Australia,Europe},{1,0.20111402355943941,Australia,Europe},{1,0.36885870144061006,Australia,Europe},{1,0.23208315926747686,Australia,Europe},{1,0.1798424087206639,Australia,NorthAmerica}} 168
20000	139.0	{{1,0.3534041658205673,Australia,Asia},{1,0.22147509838358162,Australia,Europe},{1,0.2242129820890599,Australia,NorthAmerica},{1,0.22758588338675217,Australia,Europe},{1,0.1453716905843916,Australia,NorthAmerica},{1,0.11057541842234195,Australia,NorthAmerica},{1,0.146857160294049,Europe,SouthAmerica},{1,0.1044667757781746,Europe,Australia},{1,0.1171404276770981,Australia,NorthAmerica},{1,0.14996724662944338,Australia,NorthAmerica},{1,0.1829252369480167,Australia,NorthAmerica},{1,0.12344616182623415,Australia,Europe},{1,0.20937579385274543,Australia,NorthAmerica},{1,0.27795313493583435,Australia,Asia},{1,0.2691659115741856,Australia,Europe},{1,0.2944025732825421,Australia,NorthAmerica},{1,0.15709655391968216,Australia,NorthAmerica},{1,0.11577069385271999,Australia,Europe},{1,0.1760357605036122,Australia,Asia},{1,0.24865208823033733,Australia,Europe},{1,0.26176994454705493,Australia,NorthAmerica},{1,0.198249800409284,Australia,Europe},{1,0.308541705705037,Australia,Europe},{1,0.1927405030367988,Australia,Asia},{1,0.26122344418612803,Australia,NorthAmerica},{1,0.10948473928289121,Australia,NorthAmerica},{1,0.24837986666185297,Australia,Europe},{1,0.40183193442570636,Australia,Europe},{1,0.196736790114136,Australia,Europe},{1,0.1962024253363045,Australia,Europe},{1,0.11493088357116318,Australia,Europe},{1,0.20191739192343017,Australia,Europe},{1,0.3779786114248021,Australia,NorthAmerica},{1,0.30143773881091823,Australia,NorthAmerica},{1,0.2580819959273049,Australia,NorthAmerica},{1,0.18680696831924287,Australia,Europe},{1,0.18895735589629956,Australia,NorthAmerica},{1,0.22136762185732,Australia,Europe},{1,0.11892595986083841,Australia,NorthAmerica},{1,0.15796408638528367,Australia,Europe},{1,0.17666805717627998,Australia,NorthAmerica},{1,0.21974217402114773,Europe,Australia},{1,0.18703807627472455,Australia,NorthAmerica},{1,0.21516606188021875,Australia,Europe},{1,0.225180704409432,Australia,NorthAmerica},{1,0.21603324691629713,Australia,NorthAmerica},{1,0.1151512581272362,Australia,NorthAmerica},{1,0.17941266350214502,Australia,NorthAmerica},{1,0.7562775832128008,Australia,Europe},{1,0.18598897372639805,Australia,NorthAmerica},{1,0.2551506778267679,Australia,Europe},{1,0.17992365886344408,Australia,Asia},{1,0.2036327998137492,Australia,Asia},{1,0.20505554096154197,Australia,Europe},{1,0.25223420362790033,Australia,Europe},{1,0.10887693119743114,Australia,Asia},{1,0.18193814039315723,Europe,Australia},{1,0.24946329252274796,Australia,Europe},{1,0.11929659232794182,Europe,Australia},{1,0.21070822089581678,Australia,Europe},{1,0.25179914289936245,Australia,Europe},{1,0.19713506360528094,Europe,Africa},{1,0.19503836325112442,Australia,Europe},{1,0.3823022513204722,Australia,Asia},{1,0.12493462291794538,Australia,Europe},{1,0.14720037881514492,Australia,Europe},{1,0.17264185305986338,Australia,Europe},{1,0.3036649638138236,Australia,NorthAmerica},{1,0.3474097696665654,Australia,NorthAmerica},{1,0.47253276893185936,Australia,Europe},{1,0.2156678158295326,Australia,NorthAmerica},{1,0.13274822140800815,Australia,NorthAmerica},{1,0.1529361941423325,Australia,NorthAmerica},{1,0.1942882229999598,Australia,NorthAmerica},{1,0.19676952243891246,Australia,Europe},{1,0.29631641145575266,Australia,Europe},{1,0.18542226172522377,Australia,Europe},{1,0.3387412253028207,Australia,Europe},{1,0.13459772771124615,Australia,Europe},{1,0.3505069813873655,Australia,Europe},{1,0.19837665074455824,Australia,NorthAmerica},{1,0.14422135906115185,Australia,NorthAmerica},{1,0.20137297483090064,Australia,NorthAmerica},{1,0.28519842106386945,Australia,NorthAmerica},{1,0.22893637232570457,Australia,Asia},{1,0.13525637282539504,Australia,NorthAmerica},{1,0.17391331366275697,Australia,Europe},{1,0.14639061745339266,Australia,Europe},{1,0.07248374437057564,Australia,Europe},{1,0.15961805422945036,Australia,NorthAmerica},{1,0.19833710814235253,Australia,NorthAmerica},{1,0.11485823745341638,Australia,NorthAmerica},{1,0.1604269532607534,Australia,NorthAmerica},{1,0.19253388449144285,Australia,NorthAmerica},{1,0.2339513898857429,Australia,Europe},{1,0.2948526657116237,Australia,NorthAmerica},{1,0.19888740827928444,Australia,Europe},{1,0.44458014510438976,Australia,Europe},{1,0.14399506742392632,Australia,NorthAmerica},{1,0.4448900107152292,Australia,NorthAmerica},{1,0.14266423390110505,Australia,NorthAmerica},{1,0.18866593203193788,Australia,Europe},{1,0.12766802352938006,Europe,Africa},{1,0.1524710955385741,Australia,Europe},{1,0.20472533601288068,Europe,SouthAmerica},{1,0.2062362859763796,Australia,Asia},{1,0.19773352858274484,Australia,Europe},{1,0.28384711717055766,Australia,NorthAmerica},{1,0.18205346675863787,Australia,Europe},{1,0.24858841909355855,Australia,Europe},{1,0.131532598727202,Australia,NorthAmerica},{1,0.7122699648266207,Australia,Europe},{1,0.16337626191181082,Australia,Europe},{1,0.20010746907182614,Australia,Europe},{1,0.4025004462701146,Australia,NorthAmerica},{1,0.274983187330837,Europe,Australia},{1,0.34349180475153696,Australia,Asia},{1,0.21689970402021194,Australia,Europe},{1,0.26710807579239704,Australia,Europe},{1,0.2535679177948174,Australia,NorthAmerica},{1,0.2210023815668137,Australia,NorthAmerica},{1,0.202097740630396,Australia,Europe},{1,0.33635398032463787,Australia,NorthAmerica},{1,0.24579581611842846,Australia,Europe},{1,0.2729851382031868,Australia,Europe},{1,0.2693129403084249,Australia,Europe},{1,0.19803361914430034,Australia,Europe},{1,0.2984851429124899,Australia,Europe},{1,0.2813361883117465,Europe,Australia},{1,0.410897015858702,Australia,Asia},{1,0.23343979155624747,Australia,Europe},{1,0.3768393153784526,Australia,Europe},{1,0.2200214138557331,Australia,Europe},{1,0.522684482076282,Australia,NorthAmerica},{1,0.2989937026208711,Australia,Europe},{1,0.29455022601053016,Australia,Europe},{1,0.22578564136385035,Australia,Europe},{1,0.23482764639775697,Australia,Europe},{1,0.4070164122205244,Australia,Europe}} 139
30000	117.0	{{1,0.22708981208601414,Australia,Europe},{1,0.08157627761890977,Australia,NorthAmerica},{1,0.09926471866074318,Australia,NorthAmerica},{1,0.2504990248698408,Europe,SouthAmerica},{1,0.08159576749223169,Europe,Australia},{1,0.1648395064309463,Australia,NorthAmerica},{1,0.13072301182844925,Australia,NorthAmerica},{1,0.15049681065966322,Australia,Europe},{1,0.2696471328661389,Australia,Asia},{1,0.20668694697543355,Australia,Europe},{1,0.22764983344938305,Australia,NorthAmerica},{1,0.18574599459651794,Australia,NorthAmerica},{1,0.17170125723209306,Australia,NorthAmerica},{1,0.6525151121816262,Australia,Asia},{1,0.1658433402365458,Australia,NorthAmerica},{1,0.18327244761297048,Australia,Europe},{1,0.31128424415933315,Australia,Asia},{1,0.288290922864266,Australia,Europe},{1,0.267039078681557,Europe,Australia},{1,0.1313451204638495,Australia,NorthAmerica},{1,0.42572704497925073,Australia,Europe},{1,0.13367406787342745,Australia,Europe},{1,0.2610703813659431,Australia,NorthAmerica},{1,0.142157015038159,Australia,NorthAmerica},{1,0.22592012085323834,Europe,Australia},{1,0.15558346552364521,Australia,NorthAmerica},{1,0.18987283651232917,Australia,NorthAmerica},{1,0.1313085016372898,Australia,Europe},{1,0.36824930076437234,Australia,NorthAmerica},{1,0.12293676908979623,Australia,NorthAmerica},{1,0.20013988576856093,Australia,Europe},{1,0.2244627681449226,Europe,Australia},{1,0.15739107989335752,Australia,NorthAmerica},{1,0.24532342161623316,Australia,Europe},{1,0.18956870467646295,Australia,NorthAmerica},{1,0.12127056422486922,Australia,NorthAmerica},{1,0.20944648208758287,Australia,Europe},{1,0.18172801310690845,Australia,NorthAmerica},{1,0.19091524394246343,Australia,Asia},{1,0.17968353728362785,Australia,Asia},{1,0.09000646486101874,Australia,Asia},{1,0.10116771063498504,Europe,Australia},{1,0.337661759691893,Australia,NorthAmerica},{1,0.1646600429568782,Europe,Australia},{1,0.2398319329245495,NorthAmerica,Europe},{1,0.2293796159662962,Europe,Africa},{1,0.1727215242371506,Europe,Australia},{1,0.2676400242343316,Australia,Asia},{1,0.20924013812624073,Australia,NorthAmerica},{1,0.6600658652321107,Australia,Europe},{1,0.1638050702380921,Australia,NorthAmerica},{1,0.21233345374392748,NorthAmerica,Europe},{1,0.14555566648937585,Australia,Europe},{1,0.15601946355456633,Europe,Australia},{1,0.15607877931687192,Australia,NorthAmerica},{1,0.19031234983330098,Australia,Europe},{1,0.15242095888746807,Europe,Australia},{1,0.2322238984217921,Europe,Australia},{1,0.31071227211815067,Europe,Australia},{1,0.13622536458266382,Australia,Europe},{1,0.2598941726211995,Australia,NorthAmerica},{1,0.1405849328097485,Australia,NorthAmerica},{1,0.17904554776562825,Australia,NorthAmerica},{1,0.17259992009735292,Australia,Asia},{1,0.09667145366900734,Europe,Australia},{1,0.21526380647457788,Europe,Australia},{1,0.19079998949787588,Australia,NorthAmerica},{1,0.672373168651776,Australia,Europe},{1,0.16021373571873274,Australia,Europe},{1,0.26147616164521725,Australia,Europe},{1,0.13273291759556977,Australia,NorthAmerica},{1,0.1539677460722855,Australia,NorthAmerica},{1,0.41146767688325425,Australia,Europe},{1,0.16815796533592392,Australia,NorthAmerica},{1,0.11837670257708802,Europe,Africa},{1,0.13027275784444342,Europe,SouthAmerica},{1,0.18891557195965114,Europe,Australia},{1,0.20456661393991443,Europe,Australia},{1,0.1848429515956827,Australia,Asia},{1,0.23791734963571695,Europe,Australia},{1,0.0911135641147145,NorthAmerica,Europe},{1,0.14866483220442317,Europe,Australia},{1,0.13689119023228996,Australia,NorthAmerica},{1,0.3195649314842327,Australia,Europe},{1,0.12911788077869651,NorthAmerica,Europe},{1,0.3459463480541941,Australia,NorthAmerica},{1,0.2570304154634638,Europe,Australia},{1,0.29733140799626956,Australia,Asia},{1,0.17008287986735673,Europe,Australia},{1,0.5131964195667085,Australia,Europe},{1,0.22210524357990613,Australia,NorthAmerica},{1,0.3794404261952625,Australia,NorthAmerica},{1,0.22001693810019038,Australia,NorthAmerica},{1,0.30555948825476587,Europe,Australia},{1,0.6047835300153723,Australia,Europe},{1,0.23004939301289487,Australia,NorthAmerica},{1,0.33340171070685964,Australia,NorthAmerica},{1,0.24108700776024242,Australia,Europe},{1,0.39951735651290515,Australia,Europe},{1,0.4001157180238695,Australia,Asia},{1,0.18968086675138315,Australia,Europe},{1,0.32011952663271953,Australia,NorthAmerica},{1,0.2547745803609557,Australia,Europe},{1,0.4963147393147712,Australia,Europe},{1,0.39940266916383443,Australia,Europe},{1,0.3193678565169548,Europe,Australia},{1,0.3008966775176967,Australia,NorthAmerica},{1,0.4356651221214783,Europe,Australia},{1,0.4454540502140464,Australia,Europe},{1,0.3887831181326801,Europe,Australia},{1,0.36684936249154015,Australia,Europe},{1,0.4663296941016883,Europe,Australia},{1,0.2045282239517587,Australia,NorthAmerica},{1,0.21798422568061437,Australia,Europe},{1,0.29805297605612985,Australia,Europe},{1,0.19328675206710016,Europe,Australia},{1,0.24627618667147405,Australia,Europe}} 117
